132,128,4
136,132,4
138,134,4
144,140,4
148,144,4
153,148,5
152,148,4
206,73,133
82,75,7
99,91,8
101,87,14
135,79,56
100,74,26
169,88,81
324,320,4
73,59,14
101,66,35
412,275,137
302,291,11
300,292,8
142,74,68
256,247,9
95,59,36
292,243,49
98,56,42
119,77,42
108,60,48
366,289,77
304,242,62
138,78,60
111,78,33
124,91,33
312,279,33
102,69,33
285,253,32
338,289,49
130,76,54
70,61,9
121,105,16
96,59,37
102,67,35
300,267,33
106,63,43
62,58,4
336,287,49
316,268,48
270,241,29
135,66,69
336,306,30
293,236,57
135,64,71
120,57,63
290,244,46
330,297,33
296,233,63
101,59,42
68,62,6
258,247,11
325,256,69
146,77,69
90,69,21
323,266,57
282,247,35
134,57,77
286,244,42
91,56,35
280,259,21
91,58,33
86,71,15
341,302,39
331,242,89
71,60,11
115,69,46
99,68,31
134,70,64
356,298,58
311,246,65
108,52,56
287,257,30
97,70,27
304,270,34
284,250,34
279,236,43
138,53,85
326,280,46
328,285,43
298,256,42
295,235,60
262,254,8
137,88,49
338,292,46
96,76,20
324,305,19
181,105,76
134,82,52
118,85,33
301,244,57
398,249,149
248,240,8
257,235,22
341,269,72
281,267,14
289,247,42
212,54,158
76,62,14
267,243,24
76,53,23
343,280,63
341,303,38
65,60,5
112,60,52
388,235,153
292,265,27
280,240,40
162,56,106
139,76,63
296,253,43
311,257,54
141,80,61
139,98,41
296,270,26
308,270,38
145,91,54
83,53,30
150,82,68
256,237,19
271,251,20
289,246,43
277,251,26
300,273,27
287,271,16
304,246,58
111,99,12
256,251,5
333,241,92
357,269,88
285,232,53
198,95,103
88,69,19
361,284,77
332,264,68
125,99,26
129,55,74
114,93,21
145,63,82
113,71,42
84,78,6
352,293,59
114,95,19
115,101,14
320,275,45
82,67,15
153,89,64
381,294,87
312,261,51
275,249,26
298,278,20
283,248,35
280,234,46
283,257,26
261,230,31
253,244,9
102,62,40
85,78,7
109,68,41
105,67,38
93,88,5
425,266,159
439,248,191
265,262,3
168,54,114
284,256,28
280,261,19
307,241,66
259,231,28
287,260,27
134,69,65
119,64,55
75,68,7
89,65,24
101,56,45
395,271,124
88,53,35
313,249,64
154,68,86
277,256,21
292,250,42
251,241,10
326,308,18
329,269,60
253,228,25
121,73,48
325,252,73
308,254,54
266,262,4
65,52,13
314,237,77
170,77,93
323,236,87
75,67,8
174,95,79
327,254,73
118,100,18
85,55,30
310,260,50
112,89,23
71,63,8
299,242,57
142,77,65
265,252,13
284,236,48
295,247,48
147,75,72
86,61,25
94,89,5
293,249,44
100,80,20
346,272,74
156,58,98
167,81,86
346,266,80
294,247,47
143,58,85
268,237,31
304,270,34
75,56,19
278,258,20
277,262,15
77,65,12
69,60,9
107,73,34
111,76,35
110,60,50
338,274,64
292,248,44
261,236,25
131,65,66
251,242,9
316,272,44
109,62,47
315,251,64
181,121,60
140,109,31
99,57,42
327,245,82
87,56,31
161,100,61
88,69,19
278,259,19
306,284,22
298,277,21
290,247,43
73,59,14
281,230,51
307,288,19
129,63,66
309,246,63
355,254,101
256,244,12
363,257,106
196,86,110
312,249,63
292,241,51
274,266,8
303,262,41
122,54,68
282,260,22
91,58,33
115,64,51
348,249,99
288,251,37
126,56,70
169,93,76
362,274,88
155,57,98
262,254,8
297,262,35
133,56,77
265,243,22
99,95,4
282,229,53
324,311,13
140,74,66
100,89,11
113,87,26
131,106,25
131,100,31
108,79,29
126,66,60
90,72,18
260,252,8
122,69,53
271,265,6
84,60,24
329,281,48
115,93,22
288,244,44
125,70,55
74,64,10
180,103,77
106,62,44
112,107,5
97,51,46
338,275,63
86,54,32
112,57,55
110,58,52
243,239,4
75,53,22
274,258,16
63,55,8
249,227,22
277,255,22
330,267,63
81,49,32
75,68,7
216,209,7
271,220,51
296,236,60
261,223,38
151,46,105
293,216,77
243,199,44
208,199,9
268,195,73
234,188,46
98,43,55
207,187,20
130,45,85
241,191,50
227,190,37
121,74,47
216,175,41
86,46,40
203,192,11
65,50,15
256,209,47
84,63,21
104,78,26
202,177,25
108,72,36
201,173,28
117,41,76
240,216,24
192,182,10
92,79,13
209,187,22
199,192,7
57,46,11
142,76,66
79,65,14
89,56,33
78,71,7
108,102,6
293,217,76
106,76,30
87,59,28
243,208,35
95,58,37
123,84,39
248,211,37
49,46,3
111,54,57
233,196,37
52,46,6
221,182,39
63,57,6
80,51,29
185,172,13
233,220,13
76,55,21
115,70,45
88,52,36
89,76,13
72,65,7
225,177,48
277,198,79
82,49,33
136,70,66
86,58,28
212,180,32
220,204,16
224,191,33
192,189,3
231,204,27
204,189,15
205,185,20
198,184,14
286,221,65
275,220,55
237,182,55
132,58,74
92,47,45
302,192,110
107,88,19
273,201,72
229,198,31
104,54,50
179,170,9
262,197,65
78,52,26
66,58,8
100,47,53
79,50,29
232,183,49
103,43,60
212,188,24
231,201,30
88,70,18
99,45,54
213,185,28
244,209,35
200,195,5
59,50,9
114,63,51
99,62,37
107,57,50
281,231,50
184,181,3
198,176,22
110,44,66
106,93,13
271,224,47
206,182,24
86,54,32
65,55,10
82,53,29
69,57,12
90,51,39
102,77,25
268,210,58
237,208,29
234,225,9
205,179,26
62,52,10
220,189,31
215,208,7
217,183,34
249,184,65
54,49,5
100,48,52
247,178,69
104,55,49
220,202,18
217,168,49
310,236,74
80,46,34
242,174,68
127,85,42
224,190,34
259,228,31
233,177,56
202,167,35
99,66,33
69,48,21
159,51,108
211,182,29
220,208,12
225,212,13
45,41,4
126,75,51
272,188,84
143,112,31
96,47,49
61,49,12
197,174,23
62,52,10
153,83,70
77,67,10
217,190,27
197,194,3
105,50,55
204,189,15
75,55,20
257,233,24
67,50,17
161,89,72
251,204,47
73,48,25
128,77,51
128,46,82
183,179,4
211,205,6
241,222,19
101,42,59
270,236,34
240,233,7
73,53,20
52,48,4
198,181,17
242,226,16
290,233,57
109,50,59
191,176,15
76,50,26
127,55,72
258,209,49
90,59,31
81,77,4
91,61,30
274,211,63
247,192,55
101,84,17
87,71,16
127,81,46
83,77,6
86,68,18
202,189,13
85,53,32
124,99,25
92,59,33
231,188,43
53,47,6
99,80,19
237,195,42
77,68,9
122,84,38
191,182,9
57,53,4
151,86,65
123,74,49
276,235,41
193,180,13
247,194,53
127,66,61
80,74,6
206,178,28
58,55,3
113,74,39
96,78,18
85,81,4
83,61,22
74,66,8
102,81,21
108,52,56
79,48,31
299,226,73
234,203,31
56,47,9
245,213,32
191,185,6
205,188,17
247,214,33
136,53,83
251,241,10
71,60,11
278,187,91
100,50,50
91,88,3
292,220,72
247,209,38
91,42,49
241,188,53
190,179,11
